Client,Industry,Platform,Content_Type,Topic,Posting_Day,Posting_Time,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_946,Education,YouTube Shorts,Static,Behind the Scenes,Tuesday,17,17832,1775,81,95,83,126,17,1692,18024,25.08
Client_947,Technology,Facebook,Carousel,Customer Story,Thursday,18,7972,673,50,108,61,137,16,1624,14441,14.61
Client_948,Fashion,YouTube Shorts,Carousel,Customer Story,Friday,16,26615,1440,52,126,138,341,47,2461,40529,28.2
Client_949,Technology,Facebook,Reel,Customer Story,Friday,18,9453,792,47,58,85,233,29,2916,15837,16.27
Client_950,Beauty,YouTube Shorts,Static,Customer Story,Tuesday,20,18434,840,53,137,92,186,23,3263,14122,19.08
Client_951,Technology,Instagram,Carousel,Promotion,Saturday,12,23618,1434,50,85,76,340,32,3720,8641,22.4
Client_952,Food,Facebook,Carousel,Promotion,Friday,17,11374,771,27,136,84,196,8,4081,7733,14.45
Client_953,Fashion,Instagram,Reel,Product Education,Wednesday,20,8481,466,24,39,58,238,26,2178,12181,10.5
Client_954,Fashion,Instagram,Reel,Customer Story,Friday,19,17602,909,30,116,111,496,35,2436,14363,19.9
Client_955,Fitness,YouTube Shorts,Carousel,Behind the Scenes,Tuesday,20,23750,2029,156,125,246,699,43,4483,16994,41.46
Client_956,Food,Facebook,Reel,Behind the Scenes,Thursday,17,22015,2478,91,124,282,349,46,3667,34224,42.47
Client_957,Food,Instagram,Reel,Promotion,Saturday,15,24375,2597,168,137,322,246,27,4077,32858,46.73
Client_958,Technology,Facebook,Reel,Promotion,Friday,17,20916,1769,74,250,187,470,35,3809,17955,36.04
Client_959,Technology,Facebook,Carousel,Customer Story,Tuesday,19,17720,1136,82,198,131,338,36,1029,25847,28.37
Client_960,Education,YouTube Shorts,Carousel,Customer Story,Thursday,8,29729,2083,94,222,163,348,48,2628,36815,39.84
Client_961,Food,Instagram,Static,Tips & Tricks,Friday,16,9130,1078,45,160,53,254,10,910,5709,18.03
Client_962,Fitness,Facebook,Carousel,Behind the Scenes,Wednesday,10,7563,382,14,44,25,55,1,1941,5033,4.63
Client_963,Education,Facebook,Reel,Behind the Scenes,Monday,20,16091,594,39,50,74,295,36,3522,37105,14.76
Client_964,Food,YouTube Shorts,Reel,Behind the Scenes,Sunday,8,14536,1438,73,75,137,93,4,896,4197,21.03
Client_965,Food,Instagram,Static,Customer Story,Friday,20,11320,803,50,114,46,228,7,3591,2727,13.97
Client_966,Technology,Facebook,Static,Promotion,Saturday,20,9612,916,67,101,101,172,21,3819,23458,19.18
Client_967,Fitness,Facebook,Reel,Tips & Tricks,Sunday,15,20232,983,55,96,71,406,32,3579,20852,19.56
Client_968,Fashion,Facebook,Carousel,Behind the Scenes,Sunday,8,10135,988,46,125,121,86,10,3746,6165,18.25
Client_969,Fashion,Instagram,Carousel,Customer Story,Thursday,14,20281,1286,41,86,187,225,10,1329,8584,20.82
Client_970,Fashion,Facebook,Carousel,Promotion,Saturday,21,4279,241,16,29,10,126,16,1055,12475,4.99
Client_971,Food,Facebook,Static,Behind the Scenes,Monday,9,12156,979,23,113,107,173,14,3236,18708,16.57
Client_972,Technology,YouTube Shorts,Carousel,Customer Story,Wednesday,8,10040,1099,71,116,106,217,20,4644,7616,21.32
Client_973,Education,Facebook,Static,Promotion,Saturday,19,4286,422,13,54,29,45,1,599,1979,5.35
Client_974,Education,YouTube Shorts,Reel,Promotion,Sunday,21,29906,2426,192,187,361,271,9,4453,10036,47.09
Client_975,Food,Facebook,Reel,Promotion,Monday,9,20372,1742,137,279,252,233,22,3208,22386,40.61
Client_976,Fitness,Instagram,Static,Tips & Tricks,Friday,18,11312,1131,39,176,99,133,18,2962,16995,21.27
Client_977,Fashion,YouTube Shorts,Carousel,Customer Story,Monday,21,13327,1412,46,246,128,117,4,4941,6041,25.02
Client_978,Education,YouTube Shorts,Carousel,Promotion,Friday,13,13946,622,30,106,29,179,24,4068,19500,13.21
Client_979,Food,Facebook,Carousel,Product Education,Wednesday,13,8046,593,47,101,49,83,6,2426,5250,11.69
Client_980,Fitness,Instagram,Carousel,Behind the Scenes,Friday,13,24446,954,23,139,53,384,52,1744,15721,21.46
Client_981,Education,Instagram,Reel,Behind the Scenes,Wednesday,21,21272,2395,148,327,118,194,13,1318,8531,42.41
Client_982,Fashion,Instagram,Static,Product Education,Sunday,22,9039,1000,69,113,69,111,14,1087,17744,18.31
Client_983,Food,Instagram,Carousel,Tips & Tricks,Sunday,12,10157,775,38,61,55,150,10,1833,13482,11.9
Client_984,Education,Facebook,Static,Customer Story,Wednesday,18,7878,799,56,109,50,130,14,801,5115,15.31
Client_985,Fitness,Instagram,Reel,Product Education,Thursday,10,12366,685,27,62,45,210,16,2978,17334,11.21
Client_986,Education,YouTube Shorts,Reel,Customer Story,Tuesday,14,10205,351,24,54,29,258,22,3756,25794,8.67
Client_987,Education,Instagram,Carousel,Promotion,Saturday,13,23565,1097,79,78,74,172,23,3240,9567,19.92
Client_988,Food,Instagram,Static,Tips & Tricks,Thursday,12,9301,628,41,82,74,232,17,522,10024,13.36
Client_989,Fitness,Instagram,Reel,Behind the Scenes,Wednesday,18,26933,1755,90,222,249,267,32,822,27721,37.32
Client_990,Fitness,Facebook,Static,Promotion,Monday,12,2634,218,16,12,28,40,3,2391,6166,2.78
Client_991,Fitness,Instagram,Carousel,Customer Story,Wednesday,22,6268,565,30,57,22,67,3,4180,4734,7.63
Client_992,Fashion,Facebook,Reel,Product Education,Sunday,20,14711,1685,35,274,203,355,44,919,38104,35.8
Client_993,Food,YouTube Shorts,Static,Tips & Tricks,Wednesday,20,10956,1241,53,179,73,234,7,4018,5010,20.56
Client_994,Beauty,Instagram,Carousel,Product Education,Monday,10,13460,757,26,53,65,312,22,2865,16894,12.9
Client_995,Beauty,YouTube Shorts,Static,Product Education,Monday,10,4887,566,13,84,69,57,2,4196,2184,8.86
Client_996,Fitness,YouTube Shorts,Carousel,Tips & Tricks,Monday,15,8728,541,13,39,69,162,9,649,11345,8.15
Client_997,Fashion,Instagram,Reel,Customer Story,Tuesday,16,28155,3356,219,321,259,414,50,1348,57997,63.57
Client_998,Education,Instagram,Reel,Behind the Scenes,Friday,18,26050,2534,60,453,164,558,77,4549,66890,53.85
Client_999,Education,Facebook,Static,Customer Story,Tuesday,22,2876,134,7,6,15,41,2,560,4940,0.85
Client_1000,Fashion,Instagram,Reel,Tips & Tricks,Friday,16,11021,800,42,97,99,88,11,3097,8067,15.09
